"ODRS_0039","AGK/3274274A.LBL","3274274A.AGK","m01_hga_2003-10-01.bc                   ","AGK",2003-10-01T00:01:17,2003-10-01T23:59:17,2003-10-03T12:38:48,"0020",0000-00-00
"ODRS_0039","AGK/3275275A.LBL","3275275A.AGK","m01_hga_2003-10-02.bc                   ","AGK",2003-10-02T00:01:16,2003-10-02T23:59:45,2003-10-04T12:37:55,"0020",0000-00-00
"ODRS_0039","AGK/3276276A.LBL","3276276A.AGK","m01_hga_2003-10-03.bc                   ","AGK",2003-10-03T00:01:16,2003-10-03T23:59:46,2003-10-05T12:39:15,"0020",0000-00-00
"ODRS_0039","AGK/3277277A.LBL","3277277A.AGK","m01_hga_2003-10-04.bc                   ","AGK",2003-10-04T00:01:15,2003-10-04T23:59:14,2003-10-06T12:39:04,"0020",0000-00-00
"ODRS_0039","AGK/3278278A.LBL","3278278A.AGK","m01_hga_2003-10-05.bc                   ","AGK",2003-10-05T00:01:14,2003-10-05T23:59:30,2003-10-07T12:38:30,"0020",0000-00-00
"ODRS_0039","AGK/3279279A.LBL","3279279A.AGK","m01_hga_2003-10-06.bc                   ","AGK",2003-10-06T00:01:14,2003-10-06T23:59:19,2003-10-08T12:38:01,"0020",0000-00-00
"ODRS_0039","AGK/3280280A.LBL","3280280A.AGK","m01_hga_2003-10-07.bc                   ","AGK",2003-10-07T00:01:13,2003-10-07T23:59:05,2003-10-09T12:36:45,"0020",0000-00-00
"ODRS_0039","AGK/3281281A.LBL","3281281A.AGK","m01_hga_2003-10-08.bc                   ","AGK",2003-10-08T00:01:13,2003-10-08T23:59:04,2003-10-10T12:38:13,"0020",0000-00-00
"ODRS_0039","AGK/3282283A.LBL","3282283A.AGK","m01_hga_2003-10-09.bc                   ","AGK",2003-10-09T00:00:36,2003-10-10T00:00:02,2003-10-11T12:36:47,"0020",0000-00-00
"ODRS_0039","AGK/3283283A.LBL","3283283A.AGK","m01_hga_2003-10-10.bc                   ","AGK",2003-10-10T00:01:12,2003-10-10T23:59:46,2003-10-12T12:38:23,"0020",0000-00-00
"ODRS_0039","AGK/3284284A.LBL","3284284A.AGK","m01_hga_2003-10-11.bc                   ","AGK",2003-10-11T00:01:11,2003-10-11T23:59:03,2003-10-13T12:39:12,"0020",0000-00-00
"ODRS_0039","AGK/3285285A.LBL","3285285A.AGK","m01_hga_2003-10-12.bc                   ","AGK",2003-10-12T00:00:35,2003-10-12T23:59:02,2003-10-14T12:37:36,"0020",0000-00-00
"ODRS_0039","AGK/3286286A.LBL","3286286A.AGK","m01_hga_2003-10-13.bc                   ","AGK",2003-10-13T00:01:10,2003-10-13T23:59:34,2003-10-15T12:38:11,"0020",0000-00-00
"ODRS_0039","AGK/3287287A.LBL","3287287A.AGK","m01_hga_2003-10-14.bc                   ","AGK",2003-10-14T00:01:10,2003-10-14T23:59:18,2003-10-16T12:39:05,"0020",0000-00-00
"ODRS_0039","AGK/3288288A.LBL","3288288A.AGK","m01_hga_2003-10-15.bc                   ","AGK",2003-10-15T00:01:09,2003-10-15T23:59:36,2003-10-17T12:37:40,"0020",0000-00-00
"ODRS_0039","AGK/3289289A.LBL","3289289A.AGK","m01_hga_2003-10-16.bc                   ","AGK",2003-10-16T00:01:08,2003-10-16T23:59:34,2003-10-18T12:37:39,"0020",0000-00-00
"ODRS_0039","AGK/3290290A.LBL","3290290A.AGK","m01_hga_2003-10-17.bc                   ","AGK",2003-10-17T00:01:08,2003-10-17T23:59:20,2003-10-19T12:38:23,"0020",0000-00-00
"ODRS_0039","AGK/3291291A.LBL","3291291A.AGK","m01_hga_2003-10-18.bc                   ","AGK",2003-10-18T00:01:07,2003-10-18T23:59:30,2003-10-20T12:38:09,"0020",0000-00-00
"ODRS_0039","AGK/3292292A.LBL","3292292A.AGK","m01_hga_2003-10-19.bc                   ","AGK",2003-10-19T00:01:07,2003-10-19T23:58:58,2003-10-21T12:38:54,"0020",0000-00-00
"ODRS_0039","AGK/3293293A.LBL","3293293A.AGK","m01_hga_2003-10-20.bc                   ","AGK",2003-10-20T00:01:05,2003-10-20T23:59:30,2003-10-22T12:37:28,"0020",0000-00-00
"ODRS_0039","AGK/3294294A.LBL","3294294A.AGK","m01_hga_2003-10-21.bc                   ","AGK",2003-10-21T00:01:06,2003-10-21T23:59:56,2003-10-23T12:38:07,"0020",0000-00-00
"ODRS_0039","AGK/3295295A.LBL","3295295A.AGK","m01_hga_2003-10-22.bc                   ","AGK",2003-10-22T00:01:05,2003-10-22T23:58:56,2003-10-24T12:38:10,"0020",0000-00-00
"ODRS_0039","AGK/3296297A.LBL","3296297A.AGK","m01_hga_2003-10-23.bc                   ","AGK",2003-10-23T00:01:04,2003-10-24T00:00:04,2003-10-25T12:37:52,"0020",0000-00-00
"ODRS_0039","AGK/3297297A.LBL","3297297A.AGK","m01_hga_2003-10-24.bc                   ","AGK",2003-10-24T00:01:04,2003-10-24T23:58:55,2003-10-26T12:37:19,"0020",0000-00-00
"ODRS_0039","AGK/3298298A.LBL","3298298A.AGK","m01_hga_2003-10-25.bc                   ","AGK",2003-10-25T00:00:35,2003-10-25T23:59:54,2003-10-27T12:37:42,"0020",0000-00-00
"ODRS_0039","AGK/3299299A.LBL","3299299A.AGK","m01_hga_2003-10-26.bc                   ","AGK",2003-10-26T00:01:03,2003-10-26T23:58:54,2003-10-28T12:36:49,"0020",0000-00-00
"ODRS_0039","AGK/3300300A.LBL","3300300A.AGK","m01_hga_2003-10-27.bc                   ","AGK",2003-10-27T00:01:02,2003-10-27T23:59:06,2003-10-29T12:38:03,"0020",0000-00-00
"ODRS_0039","AGK/3301301A.LBL","3301301A.AGK","m01_hga_2003-10-28.bc                   ","AGK",2003-10-28T00:01:02,2003-10-28T23:58:53,2003-10-30T12:37:45,"0020",0000-00-00
"ODRS_0039","AGK/3302302A.LBL","3302302A.AGK","m01_hga_2003-10-29.bc                   ","AGK",2003-10-29T00:01:01,2003-10-29T23:59:13,2003-10-31T12:36:31,"0020",0000-00-00
"ODRS_0039","AGK/3303303A.LBL","3303303A.AGK","m01_hga_2003-10-30.bc                   ","AGK",2003-10-30T00:01:21,2003-10-30T23:59:58,2003-11-01T12:35:43,"0020",0000-00-00
"ODRS_0039","AGK/3304304A.LBL","3304304A.AGK","m01_hga_2003-10-31.bc                   ","AGK",2003-10-31T00:00:14,2003-10-31T23:59:28,2003-11-02T12:35:48,"0020",0000-00-00
"ODRS_0039","EOP/20204026.LBL","20204026.EOP","031104-eop.long                         ","EOP",1962-01-20T00:00:00,2004-01-26T23:59:59,2003-11-04T10:40:11,"0020",0000-00-00
"ODRS_0039","EOP/30254026.LBL","30254026.EOP","031104-eop.short                        ","EOP",2003-01-25T00:00:00,2004-01-26T23:59:59,2003-11-04T10:40:11,"0020",0000-00-00
"ODRS_0039","ION/3274305A.LBL","3274305A.ION","gimcal_53_0310_dopr.csp                 ","ION",2003-10-01T00:16:00,2003-11-01T09:18:00,2003-11-03T17:01:00,"0020",0000-00-00
"ODRS_0039","ION/3283283A.LBL","3283283A.ION","gimcal_53_0310_vlbi.csp                 ","ION",2003-10-10T07:04:00,2003-10-10T07:42:00,2003-10-13T17:02:00,"0020",0000-00-00
"ODRS_0039","ODF/3286287A.LBL","3286287A.ODF","03286o287.dat                           ","ODF",2003-10-13T16:45:16,2003-10-14T16:50:51,2003-10-14T17:34:53,"0020",0000-00-00
"ODRS_0039","ODF/3287288A.LBL","3287288A.ODF","03287o288.dat                           ","ODF",2003-10-14T16:30:29,2003-10-15T09:16:04,2003-10-15T17:47:36,"0020",0000-00-00
"ODRS_0039","ODF/3288289A.LBL","3288289A.ODF","03288o289.dat                           ","ODF",2003-10-15T16:45:24,2003-10-16T16:46:01,2003-10-16T17:15:12,"0020",0000-00-00
"ODRS_0039","ODF/3289290A.LBL","3289290A.ODF","03289o290_demo.dat                      ","ODF",2003-10-16T19:46:47,2003-10-17T00:48:29,2003-10-17T15:53:53,"0020",0000-00-00
"ODRS_0039","ODF/3289290B.LBL","3289290B.ODF","03289o290.dat                           ","ODF",2003-10-16T22:37:36,2003-10-17T16:42:26,2003-10-17T17:38:52,"0020",0000-00-00
"ODRS_0039","ODF/3290293A.LBL","3290293A.ODF","03290o293.dat                           ","ODF",2003-10-17T16:35:12,2003-10-20T11:32:14,2003-10-20T20:53:48,"0020",0000-00-00
"ODRS_0039","ODF/3293294A.LBL","3293294A.ODF","03293o294.dat                           ","ODF",2003-10-20T16:52:13,2003-10-21T16:22:38,2003-10-21T17:10:14,"0020",0000-00-00
"ODRS_0039","ODF/3294295A.LBL","3294295A.ODF","03294o295.dat                           ","ODF",2003-10-21T16:04:33,2003-10-22T16:28:31,2003-10-22T17:29:26,"0020",0000-00-00
"ODRS_0039","ODF/3295296A.LBL","3295296A.ODF","03295o296.dat                           ","ODF",2003-10-22T16:18:54,2003-10-23T16:21:45,2003-10-23T16:37:54,"0020",0000-00-00
"ODRS_0039","ODF/3296297A.LBL","3296297A.ODF","03296o297.dat                           ","ODF",2003-10-23T16:10:18,2003-10-24T08:49:56,2003-10-24T21:14:21,"0020",0000-00-00
